timestamp,step,epoch,train_loss,eval_loss,learning_rate,grad_norm,grad_norm_clipped,examples_seen,examples_per_sec,no_truncation,context_only_truncated,assistant_partial_loss,assistant_complete_loss,skipped_no_labels
2026-01-26 13:40:53,1185,0.7297,0.8864,,1.0379401053841695e-05,2.3140,1.0000,151680,,239738,835,3683,0,0
2026-01-26 13:44:18,1190,0.7328,0.8864,,1.0162220245097132e-05,2.1623,1.0000,152320,,240367,837,3692,0,0
2026-01-26 13:47:45,1195,0.7358,0.8862,,9.946754594058933e-06,2.2187,1.0000,152960,,240991,840,3705,0,0
2026-01-26 13:51:05,1200,0.7389,0.9101,,9.733029007254769e-06,2.2643,1.0000,153600,,241617,843,3716,0,0
2026-01-26 13:54:29,1205,0.742,0.8982,,9.52106819007138e-06,2.2959,1.0000,154240,,242246,845,3725,0,0
2026-01-26 13:57:51,1210,0.7451,0.8908,,9.310896643898792e-06,2.2812,1.0000,154880,,242880,846,3730,0,0
2026-01-26 14:01:13,1215,0.7482,0.8857,,9.102538663298135e-06,2.3060,1.0000,155520,,243508,851,3737,0,0
2026-01-26 14:04:34,1220,0.7512,0.8912,,8.896018333193287e-06,2.2140,1.0000,156160,,244143,851,3742,0,0
2026-01-26 14:07:48,1225,0.7543,0.8904,,8.691359526086858e-06,2.3510,1.0000,156800,,244768,856,3752,0,0
2026-01-26 14:11:13,1230,0.7574,0.897,,8.488585899300622e-06,2.3451,1.0000,157440,,245398,858,3760,0,0
2026-01-26 14:14:35,1235,0.7605,0.9239,,8.287720892240893e-06,2.4640,1.0000,158080,,246032,858,3766,0,0
2026-01-26 14:17:56,1240,0.7635,0.9174,,8.088787723689106e-06,2.1991,1.0000,158720,,246660,861,3775,0,0
2026-01-26 14:21:08,1245,0.7666,0.9085,,7.891809389117799e-06,2.3324,1.0000,159360,,247292,862,3782,0,0
2026-01-26 14:24:38,1250,0.7697,0.889,,7.696808658032525e-06,2.1698,1.0000,160000,,247916,865,3795,0,0
2026-01-26 15:00:57,1250,0.7697,,0.8829323649406433,,,,160000,,270608,948,4130,0,0
2026-01-26 15:04:23,1255,0.7728,0.8983,,7.50380807133983e-06,2.3130,1.0000,160640,,271238,950,4138,0,0
2026-01-26 15:07:50,1260,0.7759,0.8672,,7.31282993874163e-06,2.3440,1.0000,161280,,271869,952,4145,0,0
2026-01-26 15:11:07,1265,0.7789,0.9038,,7.123896336156391e-06,2.3150,1.0000,161920,,272496,954,4156,0,0
2026-01-26 15:14:35,1270,0.782,0.8692,,6.9370291031672365e-06,2.1956,1.0000,162560,,273126,955,4165,0,0
2026-01-26 15:17:53,1275,0.7851,0.8818,,6.752249840497451e-06,2.2175,1.0000,163200,,273758,956,4172,0,0
2026-01-26 15:21:18,1280,0.7882,0.882,,6.569579907513587e-06,2.2736,1.0000,163840,,274385,958,4183,0,0
2026-01-26 15:24:39,1285,0.7913,0.868,,6.389040419756398e-06,2.2790,1.0000,164480,,275014,959,4193,0,0
2026-01-26 15:27:58,1290,0.7943,0.9001,,6.210652246500045e-06,2.1709,1.0000,165120,,275639,964,4203,0,0
2026-01-26 15:31:20,1295,0.7974,0.8795,,6.03443600833975e-06,2.2142,1.0000,165760,,276270,965,4211,0,0
2026-01-26 15:34:42,1300,0.8005,0.8769,,5.860412074808125e-06,2.2501,1.0000,166400,,276901,967,4218,0,0
2026-01-26 15:38:01,1305,0.8036,0.8852,,5.688600562020646e-06,2.3542,1.0000,167040,,277531,969,4226,0,0
2026-01-26 15:41:30,1310,0.8067,0.8788,,5.519021330350288e-06,2.1413,1.0000,167680,,278154,973,4239,0,0
2026-01-26 15:44:54,1315,0.8097,0.8632,,5.35169398213182e-06,2.1018,1.0000,168320,,278790,975,4241,0,0
2026-01-26 15:48:17,1320,0.8128,0.8664,,5.186637859395901e-06,2.3112,1.0000,168960,,279420,977,4249,0,0
2026-01-26 15:51:39,1325,0.8159,0.8823,,5.023872041633232e-06,2.2398,1.0000,169600,,280046,982,4258,0,0
2026-01-26 15:55:06,1330,0.819,0.8895,,4.863415343589087e-06,2.1002,1.0000,170240,,280673,985,4268,0,0
2026-01-26 15:58:31,1335,0.822,0.8726,,4.705286313088472e-06,2.2043,1.0000,170880,,281304,987,4275,0,0
2026-01-26 16:01:53,1340,0.8251,0.8774,,4.549503228892063e-06,2.3612,1.0000,171520,,281930,989,4287,0,0
2026-01-26 16:05:13,1345,0.8282,0.8993,,4.396084098583342e-06,2.3270,1.0000,172160,,282557,992,4297,0,0
2026-01-26 16:08:41,1350,0.8313,0.8957,,4.245046656486973e-06,2.4531,1.0000,172800,,283186,994,4306,0,0
2026-01-26 16:12:10,1355,0.8344,0.8827,,4.096408361618859e-06,2.2212,1.0000,173440,,283816,995,4315,0,0
2026-01-26 16:15:30,1360,0.8374,0.8785,,3.950186395667993e-06,2.1799,1.0000,174080,,284445,1000,4321,0,0
2026-01-26 16:18:53,1365,0.8405,0.8629,,3.806397661010322e-06,2.1736,1.0000,174720,,285077,1004,4325,0,0
2026-01-26 16:22:18,1370,0.8436,0.8906,,3.6650587787549597e-06,2.0988,1.0000,175360,,285706,1004,4336,0,0
2026-01-26 16:25:46,1375,0.8467,0.8605,,3.5261860868228886e-06,2.3164,1.0000,176000,,286336,1005,4345,0,0
2026-01-26 16:29:05,1380,0.8498,0.908,,3.389795638058374e-06,2.2611,1.0000,176640,,286965,1007,4354,0,0
2026-01-26 16:32:28,1385,0.8528,0.8644,,3.2559031983733835e-06,2.1654,1.0000,177280,,287592,1011,4363,0,0
2026-01-26 16:35:53,1390,0.8559,0.8747,,3.1245242449251143e-06,2.3162,1.0000,177920,,288223,1011,4372,0,0
2026-01-26 16:39:14,1395,0.859,0.8776,,2.9956739643269394e-06,2.3141,1.0000,178560,,288847,1014,4385,0,0
2026-01-26 16:42:47,1400,0.8621,0.8708,,2.869367250892918e-06,2.3041,1.0000,179200,,289474,1017,4395,0,0
2026-01-26 16:46:00,1405,0.8651,0.8675,,2.7456187049161306e-06,2.3215,1.0000,179840,,290102,1020,4404,0,0
2026-01-26 16:49:25,1410,0.8682,0.8911,,2.6244426309809388e-06,2.2424,1.0000,180480,,290732,1022,4412,0,0
2026-01-26 16:52:55,1415,0.8713,0.8841,,2.505853036309472e-06,2.3397,1.0000,181120,,291352,1027,4427,0,0
2026-01-26 16:56:12,1420,0.8744,0.8731,,2.389863629142497e-06,2.4373,1.0000,181760,,291981,1028,4437,0,0
2026-01-26 16:59:38,1425,0.8775,0.8697,,2.2764878171548015e-06,2.1238,1.0000,182400,,292606,1030,4450,0,0
2026-01-26 17:03:03,1430,0.8805,0.8869,,2.165738705905357e-06,2.2800,1.0000,183040,,293234,1032,4460,0,0
2026-01-26 17:06:24,1435,0.8836,0.8678,,2.0576290973224083e-06,2.1204,1.0000,183680,,293861,1034,4471,0,0
2026-01-26 17:09:45,1440,0.8867,0.8887,,1.952171488223625e-06,2.3305,1.0000,184320,,294496,1034,4476,0,0
2026-01-26 17:13:12,1445,0.8898,0.8797,,1.8493780688715601e-06,2.2134,1.0000,184960,,295125,1036,4485,0,0
2026-01-26 17:16:34,1450,0.8929,0.8798,,1.7492607215645357e-06,2.2166,1.0000,185600,,295752,1037,4497,0,0
2026-01-26 17:19:51,1455,0.8959,0.8925,,1.6518310192630975e-06,2.2443,1.0000,186240,,296383,1038,4505,0,0
2026-01-26 17:23:16,1460,0.899,0.8537,,1.557100224252267e-06,2.0729,1.0000,186880,,297009,1038,4519,0,0
2026-01-26 17:26:39,1465,0.9021,0.8686,,1.465079286839699e-06,2.1907,1.0000,187520,,297635,1040,4531,0,0
2026-01-26 17:30:13,1470,0.9052,0.8647,,1.3757788440898644e-06,2.1338,1.0000,188160,,298255,1045,4546,0,0
2026-01-26 17:33:32,1475,0.9083,0.876,,1.2892092185944893e-06,2.1807,1.0000,188800,,298884,1047,4555,0,0
2026-01-26 17:36:50,1480,0.9113,0.8915,,1.2053804172793309e-06,2.3311,1.0000,189440,,299519,1048,4559,0,0
2026-01-26 17:40:14,1485,0.9144,0.8771,,1.1243021302474178e-06,2.2419,1.0000,190080,,300144,1050,4572,0,0
2026-01-26 17:43:34,1490,0.9175,0.8868,,1.045983729658942e-06,2.0651,1.0000,190720,,300773,1054,4579,0,0
2026-01-26 17:46:58,1495,0.9206,0.8878,,9.704342686479072e-07,2.1953,1.0000,191360,,301407,1055,4584,0,0
2026-01-26 17:50:15,1500,0.9236,0.8504,,8.976624802756128e-07,2.2784,1.0000,192000,,302037,1059,4590,0,0
2026-01-26 18:26:35,1500,0.9236,,0.8681297302246094,,,,192000,,324729,1142,4925,0,0
2026-01-26 18:30:22,1505,0.9267,0.8717,,8.276767765211996e-07,2.0263,1.0000,192640,,325353,1145,4938,0,0
2026-01-26 18:33:50,1510,0.9298,0.8808,,7.604852473092366e-07,2.0896,1.0000,193280,,325981,1147,4948,0,0
2026-01-26 18:37:08,1515,0.9329,0.8908,,6.960956595746055e-07,2.2017,1.0000,193920,,326615,1149,4952,0,0
2026-01-26 18:40:32,1520,0.936,0.8605,,6.345154563646844e-07,2.2270,1.0000,194560,,327241,1152,4963,0,0
2026-01-26 18:43:48,1525,0.939,0.8672,,5.757517559789594e-07,2.2886,1.0000,195200,,327873,1153,4970,0,0
2026-01-26 18:47:09,1530,0.9421,0.8682,,5.198113511462099e-07,2.2895,1.0000,195840,,328503,1154,4979,0,0
2026-01-26 18:50:33,1535,0.9452,0.8611,,4.667007082393121e-07,2.3049,1.0000,196480,,329130,1156,4990,0,0
2026-01-26 18:53:55,1540,0.9483,0.8854,,4.164259665277448e-07,2.1933,1.0000,197120,,329760,1158,4998,0,0
2026-01-26 18:57:22,1545,0.9514,0.8812,,3.6899293746794905e-07,2.1329,1.0000,197760,,330389,1158,5009,0,0
2026-01-26 19:00:45,1550,0.9544,0.8839,,3.2440710403154606e-07,2.3082,1.0000,198400,,331017,1160,5019,0,0
2026-01-26 19:04:08,1555,0.9575,0.8716,,2.826736200715413e-07,2.2866,1.0000,199040,,331646,1161,5029,0,0
2026-01-26 19:07:24,1560,0.9606,0.8735,,2.437973097265761e-07,2.4841,1.0000,199680,,332277,1162,5037,0,0
2026-01-26 19:10:44,1565,0.9637,0.8674,,2.0778266686327653e-07,2.2261,1.0000,200320,,332904,1163,5049,0,0
2026-01-26 19:14:07,1570,0.9667,0.8707,,1.7463385455679936e-07,2.1977,1.0000,200960,,333528,1166,5062,0,0
2026-01-26 19:17:26,1575,0.9698,0.8839,,1.4435470460959776e-07,2.2122,1.0000,201600,,334160,1170,5066,0,0
2026-01-26 19:20:46,1580,0.9729,0.8665,,1.1694871710849486e-07,2.2026,1.0000,202240,,334790,1172,5074,0,0
2026-01-26 19:24:02,1585,0.976,0.8439,,9.241906002008804e-08,2.2959,1.0000,202880,,335418,1174,5084,0,0
2026-01-26 19:27:29,1590,0.9791,0.8908,,7.076856882455573e-08,2.2513,1.0000,203520,,336046,1177,5093,0,0
2026-01-26 19:30:52,1595,0.9821,0.8471,,5.199974618789183e-08,2.1318,1.0000,204160,,336676,1177,5103,0,0
2026-01-26 19:34:17,1600,0.9852,0.8885,,3.611476167261207e-08,2.2930,1.0000,204800,,337308,1177,5111,0,0
2026-01-26 19:37:44,1605,0.9883,0.8754,,2.311545148697136e-08,2.1765,1.0000,205440,,337935,1178,5123,0,0
2026-01-26 19:41:11,1610,0.9914,0.8749,,1.3003318272694632e-08,2.2044,1.0000,206080,,338562,1182,5132,0,0
2026-01-26 19:44:31,1615,0.9945,0.8852,,5.779530931299126e-09,2.1865,1.0000,206720,,339193,1184,5139,0,0
2026-01-26 19:47:51,1620,0.9975,0.8644,,1.4449244889608305e-09,2.3127,1.0000,207360,,339827,1186,5143,0,0
2026-01-26 19:50:37,1624,1.0,,,,,,207872,2.624,340190,1186,5149,0,0
